date,river,raw_water_level
2000-01-01,Jiji,0.704516129032258
2000-02-01,Jiji,0.7762068965517241
2000-03-01,Jiji,0.9074193548387096
2000-04-01,Jiji,0.8393333333333335
2000-05-01,Jiji,0.6032258064516127
2000-06-01,Jiji,0.5396666666666668
2000-07-01,Jiji,0.4912903225806452
2000-08-01,Jiji,0.3938709677419354
2000-09-01,Jiji,0.3436666666666665
2000-10-01,Jiji,0.4416129032258065
2000-11-01,Jiji,0.6479999999999999
2000-12-01,Jiji,0.8112903225806453
2001-01-01,Jiji,1.2851612903225809
2001-02-01,Jiji,0.8175
2001-03-01,Jiji,0.7700000000000001
2001-04-01,Jiji,1.0550000000000002
2001-05-01,Jiji,0.7393548387096773
2001-06-01,Jiji,0.5526666666666666
2001-07-01,Jiji,0.5109677419354839
2001-08-01,Jiji,0.4632258064516129
2001-09-01,Jiji,0.5186666666666667
2001-10-01,Jiji,0.5348387096774194
2001-11-01,Jiji,0.615
2001-12-01,Jiji,0.6635483870967741
2002-01-01,Jiji,1.0477419354838708
2002-02-01,Jiji,0.7903571428571426
2002-03-01,Jiji,0.9799999999999998
2002-04-01,Jiji,1.0623333333333334
2002-05-01,Jiji,0.8987096774193548
2002-06-01,Jiji,0.6016666666666667
2002-07-01,Jiji,0.4909677419354842
2002-08-01,Jiji,0.437741935483871
2002-09-01,Jiji,0.4146666666666668
2002-10-01,Jiji,0.4490322580645162
2002-11-01,Jiji,0.5693333333333334
2002-12-01,Jiji,0.6645161290322581
2003-01-01,Jiji,0.9451612903225808
2003-02-01,Jiji,0.7567857142857141
2003-03-01,Jiji,0.8590322580645162
2003-04-01,Jiji,0.9693333333333332
2003-05-01,Jiji,0.824516129032258
2003-06-01,Jiji,0.6363333333333331
2003-07-01,Jiji,0.5306451612903225
2003-08-01,Jiji,0.4661290322580645
2003-09-01,Jiji,0.4569999999999999
2003-10-01,Jiji,0.52
2003-11-01,Jiji,0.5043333333333334
2003-12-01,Jiji,0.7370967741935486
2004-01-01,Jiji,0.7196774193548388
2004-02-01,Jiji,0.756551724137931
2004-03-01,Jiji,0.7945161290322579
2004-04-01,Jiji,1.038
2004-05-01,Jiji,0.708709677419355
2004-06-01,Jiji,0.5429999999999999
2004-07-01,Jiji,0.4596774193548384
2004-08-01,Jiji,0.415483870967742
2004-09-01,Jiji,0.4736666666666666
2004-10-01,Jiji,0.4577419354838711
2004-11-01,Jiji,0.6126666666666668
2004-12-01,Jiji,0.7674193548387095
2005-01-01,Jiji,0.8106451612903227
2005-02-01,Jiji,0.7889285714285713
2005-03-01,Jiji,0.654193548387097
2005-04-01,Jiji,0.6203333333333332
2005-05-01,Jiji,0.7383870967741937
2005-06-01,Jiji,0.5509999999999999
2005-07-01,Jiji,0.5029032258064516
2005-08-01,Jiji,0.41
2005-09-01,Jiji,0.3946666666666666
2005-10-01,Jiji,0.4419354838709676
2005-11-01,Jiji,0.4733333333333334
2005-12-01,Jiji,0.5525806451612902
2006-01-01,Jiji,0.6612903225806451
2006-02-01,Jiji,0.8153571428571429
2006-03-01,Jiji,0.7300000000000001
2006-04-01,Jiji,0.965
2006-05-01,Jiji,1.2238709677419355
2006-06-01,Jiji,0.7806666666666665
2006-07-01,Jiji,0.647741935483871
2006-08-01,Jiji,0.5506451612903226
2006-09-01,Jiji,0.4566666666666667
2006-10-01,Jiji,0.5612903225806453
2006-11-01,Jiji,0.997
2006-12-01,Jiji,1.3087096774193554
2007-01-01,Jiji,1.4303225806451612
2007-02-01,Jiji,1.4371428571428573
2007-03-01,Jiji,1.077741935483871
2007-04-01,Jiji,1.1266666666666665
2007-05-01,Jiji,0.9538709677419356
2007-06-01,Jiji,0.8146666666666665
2007-07-01,Jiji,0.660967741935484
2007-08-01,Jiji,0.5309677419354839
2007-09-01,Jiji,0.4833333333333335
2007-10-01,Jiji,0.5603225806451613
2007-11-01,Jiji,0.5703333333333334
2007-12-01,Jiji,0.6267741935483871
2008-01-01,Jiji,0.7867741935483871
2008-02-01,Jiji,0.8344827586206897
2008-03-01,Jiji,1.0203225806451612
2008-04-01,Jiji,1.0266666666666668
2008-05-01,Jiji,0.6835483870967742
2008-06-01,Jiji,0.5663333333333331
2008-07-01,Jiji,0.4629032258064514
2008-08-01,Jiji,0.4225806451612903
2008-09-01,Jiji,0.4186666666666667
2008-10-01,Jiji,0.5067741935483872
2008-11-01,Jiji,0.5453333333333334
2008-12-01,Jiji,0.7290322580645163
2009-01-01,Jiji,0.8483870967741937
2009-02-01,Jiji,1.015
2009-03-01,Jiji,0.8048387096774193
2009-04-01,Jiji,0.8260000000000001
2009-05-01,Jiji,0.7509677419354839
2009-06-01,Jiji,0.5533333333333331
2009-07-01,Jiji,0.4764516129032261
2009-08-01,Jiji,0.4200000000000001
2009-09-01,Jiji,0.386
2009-10-01,Jiji,0.4080645161290324
2009-11-01,Jiji,0.5830000000000001
2009-12-01,Jiji,0.8454838709677418
2010-01-01,Jiji,0.993548387096774
2010-02-01,Jiji,0.8132142857142856
2010-03-01,Jiji,0.9370967741935484
2010-04-01,Jiji,0.9496666666666668
2010-05-01,Jiji,1.1029032258064515
2010-06-01,Jiji,0.5472413793103448
2010-07-01,Jiji,0.4677419354838709
2010-08-01,Jiji,0.4174193548387098
2010-09-01,Jiji,0.4150000000000002
2010-10-01,Jiji,0.4632258064516129
2010-11-01,Jiji,0.6313333333333334
2010-12-01,Jiji,0.7035483870967743
2011-01-01,Jiji,0.7674193548387096
2011-02-01,Jiji,0.9
2011-03-01,Jiji,0.8909677419354842
2011-04-01,Jiji,0.9893333333333332
2011-05-01,Jiji,0.7180645161290323
2011-06-01,Jiji,0.5543333333333333
2011-07-01,Jiji,0.4845161290322581
2011-08-01,Jiji,0.4370967741935484
2011-09-01,Jiji,0.4203333333333333
2011-10-01,Jiji,0.5361290322580646
2011-11-01,Jiji,0.7313333333333334
2011-12-01,Jiji,1.1922580645161287
2012-01-01,Jiji,0.7816129032258065
2012-02-01,Jiji,0.7506896551724138
2012-03-01,Jiji,0.7761290322580645
2012-04-01,Jiji,0.9713333333333332
2012-05-01,Jiji,0.8277419354838713
2012-06-01,Jiji,0.603
2012-07-01,Jiji,0.5074193548387098
2012-08-01,Jiji,0.4677419354838708
2012-09-01,Jiji,0.4533333333333333
2012-10-01,Jiji,0.4845161290322581
2012-11-01,Jiji,0.621
2012-12-01,Jiji,0.7348387096774194
2013-01-01,Jiji,0.8893548387096775
2013-02-01,Jiji,0.875357142857143
2013-03-01,Jiji,0.7983870967741936
2013-04-01,Jiji,1.1783333333333337
2013-05-01,Jiji,0.8893548387096775
2013-06-01,Jiji,0.5990000000000002
2013-07-01,Jiji,0.5064516129032259
2013-08-01,Jiji,0.4583870967741935
2013-09-01,Jiji,0.4500000000000002
2013-10-01,Jiji,0.4535483870967742
2013-11-01,Jiji,0.5680000000000001
2013-12-01,Jiji,0.8958064516129031
2014-01-01,Jiji,1.0970967741935482
2014-02-01,Jiji,0.9917857142857142
2014-03-01,Jiji,0.9199999999999996
2014-04-01,Jiji,0.9370000000000004
2014-05-01,Jiji,0.67
2014-06-01,Jiji,0.5776666666666668
2014-07-01,Jiji,0.4864516129032261
2014-08-01,Jiji,0.4861290322580648
2014-09-01,Jiji,0.437
2014-10-01,Jiji,0.5258064516129033
2014-11-01,Jiji,0.4703333333333335
2014-12-01,Jiji,0.5712903225806452
2015-01-01,Jiji,0.7280645161290323
2015-02-01,Jiji,0.8103571428571429
2015-03-01,Jiji,0.8874193548387097
2015-04-01,Jiji,1.123
2015-05-01,Jiji,0.9116129032258063
2015-06-01,Jiji,0.620333333333333
2015-07-01,Jiji,0.5135483870967742
2015-08-01,Jiji,0.446774193548387
2015-09-01,Jiji,0.4253333333333334
2015-10-01,Jiji,0.4748387096774194
2015-11-01,Jiji,0.706
2015-12-01,Jiji,0.9006451612903225
2016-01-01,Jiji,1.1461290322580644
2016-02-01,Jiji,1.1586206896551727
2016-03-01,Jiji,0.9641935483870966
2016-04-01,Jiji,0.8803333333333334
2016-05-01,Jiji,0.7583870967741935
2016-06-01,Jiji,0.5713333333333335
2016-07-01,Jiji,0.4922580645161293
2016-08-01,Jiji,0.4361290322580646
2016-09-01,Jiji,0.4226666666666667
2016-10-01,Jiji,0.4403225806451615
2016-11-01,Jiji,0.4263333333333333
2016-12-01,Jiji,0.4990322580645162
2017-01-01,Jiji,0.6167741935483869
2017-02-01,Jiji,0.6610714285714286
2017-03-01,Jiji,0.8219354838709678
2017-04-01,Jiji,1.009
2017-05-01,Jiji,0.7912903225806454
2017-06-01,Jiji,0.5539999999999999
2017-07-01,Jiji,0.4748387096774196
2017-08-01,Jiji,0.4364516129032256
2017-09-01,Jiji,0.4013333333333334
