date,target_value,target_outlier_count,lat,lon,elev
1981-01-01,0.5961290322580647,0,-4.17,29.54,798.0
1981-02-01,0.5071428571428573,0,-4.17,29.54,798.0
1981-03-01,0.6480645161290324,0,-4.17,29.54,798.0
1981-04-01,0.6971428571428572,0,-4.17,29.54,798.0
1981-05-01,0.5987096774193548,0,-4.17,29.54,798.0
1981-06-01,0.4699999999999998,0,-4.17,29.54,798.0
1981-07-01,0.4083870967741937,0,-4.17,29.54,798.0
1981-08-01,0.3722580645161288,0,-4.17,29.54,798.0
1981-09-01,0.3583333333333333,0,-4.17,29.54,798.0
1981-10-01,0.3596774193548386,0,-4.17,29.54,798.0
1981-11-01,0.3493333333333333,0,-4.17,29.54,798.0
1981-12-01,0.5461290322580646,0,-4.17,29.54,798.0
1982-01-01,0.5832258064516129,0,-4.17,29.54,798.0
1982-02-01,0.5424999999999999,0,-4.17,29.54,798.0
1982-03-01,0.5890322580645162,0,-4.17,29.54,798.0
1982-04-01,0.673,0,-4.17,29.54,798.0
1982-05-01,0.5316129032258065,0,-4.17,29.54,798.0
1982-06-01,0.226,0,-4.17,29.54,798.0
1982-07-01,0.1512903225806451,0,-4.17,29.54,798.0
1984-02-01,0.539310344827586,0,-4.17,29.54,798.0
1984-03-01,0.5548387096774193,0,-4.17,29.54,798.0
1984-04-01,0.6233333333333333,0,-4.17,29.54,798.0
1984-05-01,0.6200000000000002,0,-4.17,29.54,798.0
1984-06-01,0.5788888888888889,0,-4.17,29.54,798.0
1985-02-01,0.6592857142857145,0,-4.17,29.54,798.0
1985-03-01,0.6574193548387096,0,-4.17,29.54,798.0
1985-04-01,0.9126666666666668,0,-4.17,29.54,798.0
1985-05-01,0.7029032258064515,0,-4.17,29.54,798.0
1985-06-01,0.6176666666666666,0,-4.17,29.54,798.0
1985-07-01,0.5790322580645162,0,-4.17,29.54,798.0
1985-08-01,0.5570967741935489,0,-4.17,29.54,798.0
1985-09-01,0.5736666666666667,0,-4.17,29.54,798.0
1985-10-01,0.5874193548387097,0,-4.17,29.54,798.0
1985-11-01,0.6760000000000003,0,-4.17,29.54,798.0
1985-12-01,0.5996774193548388,0,-4.17,29.54,798.0
1986-01-01,0.7074193548387095,0,-4.17,29.54,798.0
1986-02-01,0.6521428571428572,0,-4.17,29.54,798.0
1986-03-01,0.7212903225806452,0,-4.17,29.54,798.0
1986-04-01,0.756,0,-4.17,29.54,798.0
1986-05-01,0.7519354838709676,0,-4.17,29.54,798.0
1986-06-01,0.6139999999999997,0,-4.17,29.54,798.0
1986-07-01,0.5612903225806456,0,-4.17,29.54,798.0
1986-08-01,0.5306451612903225,0,-4.17,29.54,798.0
1986-09-01,0.5189999999999998,0,-4.17,29.54,798.0
1986-10-01,0.5170967741935482,0,-4.17,29.54,798.0
1986-11-01,0.5329999999999999,0,-4.17,29.54,798.0
1986-12-01,0.5480645161290324,0,-4.17,29.54,798.0
1987-01-01,0.6774193548387096,0,-4.17,29.54,798.0
1987-02-01,0.5867857142857142,0,-4.17,29.54,798.0
1987-03-01,0.6548387096774193,0,-4.17,29.54,798.0
1987-04-01,0.6326666666666666,0,-4.17,29.54,798.0
1987-05-01,0.5961290322580646,0,-4.17,29.54,798.0
1987-06-01,0.5086666666666667,0,-4.17,29.54,798.0
1987-07-01,0.4564516129032256,0,-4.17,29.54,798.0
1987-08-01,0.3864516129032255,0,-4.17,29.54,798.0
1987-09-01,0.3469999999999999,0,-4.17,29.54,798.0
1987-10-01,0.4096774193548387,0,-4.17,29.54,798.0
1987-11-01,0.4526666666666666,0,-4.17,29.54,798.0
1987-12-01,0.51,0,-4.17,29.54,798.0
1988-01-01,0.5583870967741936,0,-4.17,29.54,798.0
1988-02-01,0.5972413793103448,0,-4.17,29.54,798.0
1988-03-01,0.6093548387096773,0,-4.17,29.54,798.0
1988-04-01,0.5843333333333333,0,-4.17,29.54,798.0
1988-10-01,0.9122580645161288,0,-4.17,29.54,798.0
1988-11-01,1.02,0,-4.17,29.54,798.0
1988-12-01,1.1932258064516132,0,-4.17,29.54,798.0
