location,month_start,t2m_mean_C,d2m_mean_C,tp_sum_mm,msl_mean_hPa,u10_mean,v10_mean
grid_m4.25_29.50,1940-01-01,22.411178682795722,17.611221451612927,257.03787848972,1011.6638271505376,0.3666471666659946,0.0866108755938172
grid_m4.25_29.50,1940-02-01,22.436153735632207,18.06652030172416,292.46616293068,1011.9118629310344,0.3783578762093391,0.1004526651033046
grid_m4.25_29.50,1940-03-01,22.34256668010755,18.248148145161313,319.64874270296,1011.5137307795699,0.5223621240698925,0.20453666269415322
grid_m4.25_29.50,1940-04-01,22.022964027777803,18.571912333333355,534.15822902428,1012.2081540277777,0.35273335745930556,0.2610696995726111
grid_m4.25_29.50,1940-05-01,22.35824795698927,18.45142422043013,322.32594546372,1012.3978911290322,0.6142176981635752,0.1391962735583199
grid_m4.25_29.50,1940-06-01,23.082676819444465,16.6829425277778,13.47184183456,1014.1973819444445,0.7958761427405556,0.21357856120666668
grid_m4.25_29.50,1940-07-01,23.238548064516152,15.665753790322604,2.96211241788,1014.221242204301,0.6581992485759409,0.47672579560995965
grid_m4.25_29.50,1940-08-01,24.091680255376364,14.824274502688194,1.97911260084,1012.8579654569892,0.8721282508548387,0.33517373980725806
grid_m4.25_29.50,1940-09-01,22.55409704166669,17.42319456944447,303.38931079534,1012.7762091666667,0.7302253517269445,-0.2834265996497222
grid_m4.25_29.50,1940-10-01,22.17187797043013,18.12947055107529,517.85135180078,1012.4542968413979,0.5291460296837365,0.20382596238939651
grid_m4.25_29.50,1940-11-01,21.72893588888891,17.79057793055558,256.21318827878,1011.3793856944444,0.3737022115835416,0.5370805746638333
grid_m4.25_29.50,1940-12-01,22.36838487903228,18.360249838709702,337.89539361751997,1012.2985959005376,-0.033606599956048394,0.8205403009725806
grid_m4.25_29.50,1941-01-01,22.55614651881723,18.23185043010755,307.1818358798,1013.028409610215,0.19103813111680107,0.4454810685183602
grid_m4.25_29.50,1941-02-01,22.747937708333357,18.865806741071452,417.45114325292,1012.5057938244047,0.1585297582766369,0.50284011078125
grid_m4.25_29.50,1941-03-01,24.160670712365615,18.710867016129054,206.92658459046,1011.4714732526882,0.5431360019759409,-0.5881865090134274
grid_m4.25_29.50,1941-04-01,22.9734565277778,19.23396379166669,283.5993766911,1012.6615596527777,0.49148373110805554,0.4449682394805556
grid_m4.25_29.50,1941-05-01,22.063602661290343,18.563870282258087,362.33711234388,1014.0035176747311,0.5783553584823925,0.27153851949475805
grid_m4.25_29.50,1941-06-01,23.099496472222246,17.702668958333355,74.535369752,1015.1655161111111,0.8538847828460279,0.02098176781125
